login,post,posts_time,posts_dt,ticker
INVESTOMATIKA,"📈 На предыдущей торговой сессии акции Аэрофлота $AFLT выросли на 2,45%. Цена на закрытии составила 26,72 руб. Акции торговались значительно лучше рынка. Объем торгов составил 376 млн руб.

💼 В прошлые две недели акции успели отработать две структуры роста на дневном графике. За счет этого цена коснулась зоны отскока 26,8–28,1 на недельном графике. Максимум поставлен на отметке 26,88.

💰 Техническая картина еще на стороне покупателей. Однако учитываем накопленную перекупленность в бумагах. Среднесрочная задача минимум выполнена, риски с каждым подъемом будут расти, учитывая, что акции слабее рынка.

📌 Уровни сопротивления: 27 / 28,3 / 29,7
📌 Уровни поддержки: 25,8 / 25,3 / 24,4",15:09,2023-01-11,AFLT
MikePv,$AFLT ееее бооой,15:09,2023-01-11,AFLT
GoldenHamster,$AFLT 😃👏👏👏 10% в кармане,15:08,2023-01-11,AFLT
ministr_ru,$AFLT сейчас рванет аэрофлот весь мир через глонасс обслуживать ),14:24,2023-01-11,AFLT
BMW111,$AFLT да были времена!,14:23,2023-01-11,AFLT
BMW111,$AFLT скоро позеленеет 😁,14:21,2023-01-11,AFLT
NO_Drama,"⬆️⬇️ переобуваюсь из #лонг в #шорт ...
Идея с отскоком оказалась так себе 🤣🤣🤣 7% за 2 месяца инвестор - спека 🤣 
$AFLT с таймингом не угадала",14:03,2023-01-11,AFLT
bloodins1de,"$GAZP
1 скрин
На 1H ТФ, увидел восходящий флаг, купил около зоны поддержки по цене 162,069. Жду цену 170+ 
$AFLT
2 скрин
Тут заметил восходящий флаг на 1H ТФ, пока думал цена уже подходила к уровню сопротивления 25,7, в итоге взял по 25,63. Результат можете заметить на скрине. Брал 2 лота, для подстраховки продал первый лот продал по 26,16. Жду закрепления по цене 27, соответственно с коррекцией а дальше пойдем на 30. 
$VKCO
3 скрин
Увидел равносторонний треугольник на 1H ТФ, и цена уже поджималась к верхней границе. Быстро принял решение с небольшим сомнением и взял по цене 449,79. Но всё же думал что цена опуститься до уровня поддержки 446, как и получилось в итоге. Ни о чём не жалею, это очередной опыт. Думаю дойдем до 500, но не уверен что там сможем закрепиться.",13:56,2023-01-11,AFLT
stockspuIse,"#RSI  #1D  #акции #moex ∙ 11/01/2023

#перекупленность

Тикер ∙ Имя ∙ Цена ∙ RSI 

$VRSB ∙ ТНС энерго Воронеж ∙ 215.2₽ ∙ 91 
$UNAC ∙ OAK ∙ 0.6₽ ∙ 84 
$PRFN ∙ ЧЗПСН ∙ 2.95₽ ∙ 81 
$TGKN ∙ ТГК-14 ∙ 0₽ ∙ 81 
$AFLT ∙ Аэрофлот ∙ 27.26₽ ∙ 79 
$TRMK ∙ TMK ∙ 90.44₽ ∙ 79 
$PMSB ∙ ПермЭнергоСбыт ∙ 128.5₽ ∙ 79

•RSI помогает определять развороты тренда
•При пересечении значений 70-30, акцию можно добавить в список для наблюдения
•Выход из зоны является сигналом к торговым действиям

Подпишитесь чтобы не пропустить полезную информацию 🚀",13:33,2023-01-11,AFLT
master363,"$AFLT вероятно и правда имеет смысл закрыть шорт, растет без откатов
Но пока не понятно на чем рост буду держать",13:01,2023-01-11,AFLT
Vesnaaa,"$AFLT хорошо растёт Аэрофлот.
Ракета",12:26,2023-01-11,AFLT
NoBuffetForYa,"$AFLT На обед то хватит или закупились на всю котлету (включая деньги на котлету)? То аэропорты откроют, то доп.эмиссия...  когда доп.эмиссия приводила к росту акций? См. ВТБ недавно... Не фишка голубая, а 5 эшелон! ИМХО!",12:26,2023-01-11,AFLT
zhenatiy_investor,"$AFLT когда то аэрофлот отказался вовращать мне деньги (26700руб) за билет. Все равно вернул, и даже больше только другим способом🔥 🚀 
Потенциал роста в связи с последними новоостями до 34руб за акцию. Верим в 🚀",11:57,2023-01-11,AFLT
rebro_rublika,$AFLT первый позеленел),11:57,2023-01-11,AFLT
Moneymaestro,"$AFLT сопля на 26,8?",11:54,2023-01-11,AFLT
___krosh___,$AFLT каникулы кончатся и тогда👇,11:45,2023-01-11,AFLT
GM177,"$AFLT +5% от поста
https://www.tinkoff.ru/invest/social/profile/GM177/5ca6d273-b3bc-4590-a788-4c9fa4a17297?utm_source=share",11:44,2023-01-11,AFLT
artemR84,$AFLT поднимите повыше для хорошего шорта),11:32,2023-01-11,AFLT
Pozhalex,"$AFLT самолёты не летают, акции летают.",11:31,2023-01-11,AFLT
ChristinJuruk,"$AFLT 🤑🤪 Я в тебя верю! Но продавать не буду, оставлю в долгую 💼
Всех с 🚀🚀🚀  желаю яркого и продуктивного дня☺️",11:19,2023-01-11,AFLT
FlyingHighNeverLow,"$AFLT ""А ты не лётчик...""",11:16,2023-01-11,AFLT
Upiter_U,"$AFLT $GRNT $SGZH те акции, от которых я ждал чудо но проглядел момент набора позиции всвязи с работой
Обидно , но что поделать",11:16,2023-01-11,AFLT
Victoria_Business,"#AFLT

⭐️Компания меня вновь удивляет. Котировки сумели прошить весьма важные уровни в виде ЕМА100 и наклонной, которая действовала с момента открытия биржи.😱

👉Да и еще сформировали паттерн двойное дно, пробив сопротивление. НО с учетом просто сильнейшей перекупленности, а также тот момент, что полноценного закрепления за скользящей не было уже больше 2 лет, полноценная отработка паттерна под большим вопросом⚠️

✅Поэтому краткосрочный лонг лучше зафиксировать и входить от текущих, однозначно не стоит. Напрашивается коррекция к уровню 25.7 как минимум для того, чтобы снять сильнейшую перегретость.
$AFLT",11:12,2023-01-11,AFLT
master363,"$AFLT растет сильно выше рынка без каких либо новостей чё за
Если бы весь рынок рос то ок, вопросов не было бы",11:12,2023-01-11,AFLT
AlexLaiva,$AFLT быстрее разгоняйся давай,11:11,2023-01-11,AFLT
INVESTR_RU1,"$AFLT 
📈Очень важный момент, это пробитие трендовой ЕМА20 на 1Н ТФ

Так же наблюдаем пробитие важного уровня сопротивлений 26р

Все это дает возможность сходить цене к уровню 28-29р 

Фундаментальной идеи тут не вижу, но 9,10 числа были крупные покупки 

Лично я входить сейчас не хочу так как акция перегрета.
Если увидим локальную коррекцию, то с удовольствием.

Кто в позиции, цели обозначил👍",11:02,2023-01-11,AFLT
aleksand,"$AFLT кто в шортах, пробуйте усредняться, может к вечеру в ноль выйдете, больше шанса не будет",11:02,2023-01-11,AFLT
Zhukov_Egor,$AFLT на чем хоть рост? Кто нибудь понимает?,10:59,2023-01-11,AFLT
VprofitV,"#AFLT $AFLT 💸🚀⚡

Важный уровень: 29

От этого уровня возможен разворот или коррекция. Но мне кажется если пойдет вниз , то это будет коррекция , после которой можно будет докупать. Посмотрим по факту",10:57,2023-01-11,AFLT
Fehu85,$AFLT да остепенись ты с@#₽а бешеная,10:54,2023-01-11,AFLT
Nikanu,$AFLT трижды за 10 минут продал акцию прямо перед взлетной свечкой,10:49,2023-01-11,AFLT
GoldenHamster,$AFLT 75руб-300%🤩🤩🤩,10:49,2023-01-11,AFLT
Blacklabel_011,"$AFLT Ну ведь тут ложный пробой после СВО был, должен вернуться на 50+, доллар вернули к 70. Там тоже ложный был 😏",10:41,2023-01-11,AFLT
_Revers_treid_,$AFLT отлично парит наш ОРЕЛ❗✈☝️ КАК вчера и наша команда ПРЕДВЕЩАЛА😁❗😁,10:36,2023-01-11,AFLT
Shumilova90,$AFLT надеюсь в 2023 солью его в + 🙏,10:31,2023-01-11,AFLT
Moneymaestro,$AFLT новые реалии,10:30,2023-01-11,AFLT
FlyingHighNeverLow,$AFLT А што случилось? Всех техников уволим и заплатим дивиденды? Сдадим все самолёты в металлолом и будем ездить на оленях? А нет - это Соледар!!!,10:23,2023-01-11,AFLT
disa_pacito,$AFLT пампить без повода не устали?,10:21,2023-01-11,AFLT
sf21,$AFLT падать будет больно,10:20,2023-01-11,AFLT
Yrosti,$AFLT как думаете сколько будет на закрытии ?,10:17,2023-01-11,AFLT
Vaganic,"$AFLT 27 
Хорошо полетели",10:17,2023-01-11,AFLT
wsxmou,$AFLT урааааа,10:16,2023-01-11,AFLT
_margaritatum_,"Интересненько 🤗 решила поучаствовать в #турнире. Почетное 🥉место и акция #Русгидро в подарок!) мелочь, а приятно)) Позавчера не вышло, вчера с утра решила разбавить портфель, разработала небольшую стратегию и купила #sber и #аэрофлот
Пора уже выбираться хоть как то из минусов 😉 турнир мотивирует 👌🏼 
$SBER
$AFLT
$HYDR
$GAZP",10:12,2023-01-11,AFLT
GoldenHamster,$AFLT,10:12,2023-01-11,AFLT
KonstantinInvestments,"Индекс МосБиржи медленно, но верно растет. Прибавляют и компании из 2-го эшелона, некоторые пампят и разгоняют, держусь подальше от таких историй, я не трейдер каждый день, не такой умный да и нет передового инструментария как у ""акул рынка"". Как говорил Уоррен Баффет ""Самое главное в инвестициях — это не иметь высокого IQ, слава Богу. Я имею в виду, что важны реализм и дисциплина. И вам не нужно быть необычайно умным, чтобы преуспеть в инвестициях, если вы реалистичны и дисциплинированы."" Поэтому я - инвестор)))
P.S. Инвестирование — это не та область, где человек с IQ 160 добьётся больших успехов, чем человек с IQ 130.

Стратегии тоже добавляют процентов в плюс, в том числе и моя &Рост + Дивиденды 

Транспортный сектор удивляет, Аэрофлот уже на первом месте, обогнал ГлобалТранс в индексе Мосбижи, но это пока и в любой день конечно же все поменяется. $AFLT $GLTR 

Металлурги пока буксуют, но все будет понятно при публикации финансовых отчетностей и исходя из них можно будет спрогнозировать размер будущих дивидендов, при положительном результате. $NLMK",10:05,2023-01-11,AFLT
two_dollars,"Матные шутки - смех - бан. (Мое выражение лица на картине) @Pulse_Official  умеют веселиться. Короче я так больше не буду (но это не точно). А за время моего отсутствия.

$AFLT  делает +8% на позитивных новостях. Хоть я и держу давно эту бумагу, думаю что откат будет скоро, возможно это шанс зафиксировать и уйти для некоторых. 

$COIN +22% на внедрение блокчкйн системах в инфраструктуру некоторых крупных игроков. 

$SBER Кадровые перестановки. Один крупный начальник уходит. Повлияет ли это на работу или БП сбера? Точно нет. Между тем, я все еще жду коррекцию по сберу но пут держу. 

В целом вообще какие есть еще новости? Куда посмотреть? На какие бумаги по вашему мнению ожидается рост? За лучшую рекомендую 🎁💵 номиналом 1к России.",9:47,2023-01-11,AFLT
dengozavr,"Посол КНР в России Чжан Ханьхуэй заявил в интервью ТАСС, что Россия и Китай стремятся как можно скорее восстановить взаимные поездки граждан.

По словам дипломата, обе страны готовы углублять «всестороннее стратегическое взаимодействие» в сложившихся исторических реалиях.

«Мы готовы вместе с российскими друзьями <...> как можно скорее восстановить взаимные поездки граждан, активизировать культурно-гуманитарные обмены, обеспечить стабильную, бесперебойную работу международных производственных цепочек и цепочек поставок, способствовать развитию многопланового взаимовыгодного сотрудничества в интересах совместного развития наших стран», — отметил дипломат.

$AFLT",8:47,2023-01-11,AFLT
__Hamster_,"$AFLT какие мнения? Мне кажется должна быть небольшая коррекция, уж высоко взлетела..",8:21,2023-01-11,AFLT
EnglishGentleman88,"$AFLT Китай снимает ограничения , начнутся полёты в китай , скоро закончится сво начнутся западные полёты , на полеты они найдут самолёты ))) скорее бы уже , Аэрофлот портит картину в соц сети пульс у меня , показывая убыток 50% , средняя 70₽ , брал в 20 году в долгую , пришло время птичке взлетать , давай бегом лети в небо ))) всем кто в этом активе , терпения и большого профита в скором )))) всем добра )))",6:21,2023-01-11,AFLT
Vesnaaa,"$AFLT сегодня ожидаем роста 
Новости позитивные
Выходим из треугольника",5:09,2023-01-11,AFLT
IDEITOP,"Обнаружены объемы на покупку $AFLT Некоторые трейдеры целятся среднесрочно на 28 -32. Как вам такие ожидания?

📌Уникальный проект - проверим идеи топовых трейдеров вместе:
https://www.tinkoff.ru/invest/social/profile/IDEITOP",2:03,2023-01-11,AFLT
Dannnm,Знаете я и сам своего рода брокер $FIXP …. $AFLT,0:12,2023-01-11,AFLT
KoplyNaDom,$AFLT да такую компанию - монополиста на таких низах да с господдержкой да с возможными в будущим дивидентами это золотая жила.,23:51,2023-01-10,AFLT
Nevi.Dim.ka,"$AFLT в Аэрофлоте шорт намечается?!. 
Совсем эту компанию подзабыл... а она видимо на хороших данных по перелётам по итогам года, растет. 
Вроде как предел близок. На Д1 сигнал почти сформирован. Поставил колокольчик на 27₽.
. . .
•RSI подошёл к 80% (перекупленность)
•Но на MACD подтверждения нет. Пока растем, и хорошо растем. 
•Последние свечи зелёные. Для открытия шорта жду дневную красную 🔻
•Похожая ситуация по сигналам была 5 января... и далее только росли. Так что нужно быть осторожней и не шортить, то что хорошо растет.
. . .
«Не является индивидуальной инвестиционной рекомендацией» 📊",23:48,2023-01-10,AFLT
_Revers_treid_,$AFLT завтра он в РОСТ❗✈,23:46,2023-01-10,AFLT
Andrey_32rus,"$AFLT я не понял, я что? зря вышел?)",23:14,2023-01-10,AFLT
Den1382,$AFLT  На таком росте грех в шорт не встать!,23:04,2023-01-10,AFLT
_MasterYoda_,"$AFLT глубокий анализ рынка, говорит о том, что Аэрофлот идет на посадку😎",22:30,2023-01-10,AFLT
VeLeSTrade,"$AFLT претендент на антирекорд на следующей коррекции рынка. Стопы сняты, дальше резона нет расти.",22:24,2023-01-10,AFLT
Nadezhda_777,•$AFLT ниху@,22:18,2023-01-10,AFLT
Invest_doxod,"🤑 Итоги дня: 

🔸 Сегодняшний торговый день прошёл как и все последние предыдущие. Основной рынок стоял, 3-й эшелон летал. Акции $LIFE  сегодня обогнали $SBER  по объему торгов😳❗️ Хотя если честно, оно уже не удивительно. Всех задолбала скукота на индексе Мосбиржы, вот и никто там не торгует. Мы, как и обещали, активно сегодня участвовали в пампах и ловили волны роста, про это отдельный пост, ведь слишком много информации) 
 Внизу мнение о рынке, ведь толком про 1-й эшелон нечего писать. 

 $POLY: ➕8,15%✅, $PLZL: ➕0,5%✅
 Полиметалл зафиксировали спустя месяц, позиция полностью закрыта. Уж очень не нравится то, что стоит на месте и деньги таким образом заморожены как будто. Полюс тоже самое, только с ним внутридневные сделки проводим. Обе акции не пройдут свои сопротивления уже месяц🙄 - 385 и 8000. 

$ROSN: ➕5,65%✅, $LKOH: ➕0,4%
Роснефть убрали из портфеля перед дивидендным гэпом. Завтра наверно постараемся поймать момент просадки для выкупа, но могут и сразу на 2% обратно вернуть. Лукойл движется в свободном плавании. Ни поддержку, ни сопротивление пробить нет сил. Объёмы крохотные, чему удивляться. Такая спячка видимо до конца января обеспечена. 

$RUAL: ➕0,75%✅, $MAGN: ➕0,6%, $CHMF: ➕1%✅ 
 Даже металлурги не двигаются. Северсталь и Ммк шортили, потом вставали в лонг, всё на копеечные суммы. Доллар заглох, заглохли и мы. Русал так и будет колебаться в коридоре 40-41 ещё долго, нужны сильные драйверы для какого-то движения. Коррекция может начаться в любой момент. 

$AFLT: ➕0,7%✅, $MGNT: ➕0,2%✅ 
 Пытались тут ловить скачки. Необоснованный рост идёт тех бумаг, которые ранее падали в любой непонятной ситуации. Выглядят лучше рынка, поэтому шортить опасно. Бумаги перекуплены, коррекция скоро будет, 

Одним словом - тишина. 

⚡️ За сегодня ➕6% к депо сделали. Самое интересное было в 3-м эшелоне😋

☑️ ПОДПИШИСЬ, ПОЛЕЗНАЯ ИНФОРМАЦИЯ ДЛЯ ТЕБЯ ☑️ 

не иир",22:03,2023-01-10,AFLT
Nikanu,"$AFLT Погадайте по ручке, куда график",21:56,2023-01-10,AFLT
A.Golvets,"Итоги биржевого дня: всемирный банк улучшил прогноз по ВВП в РФ в 2023 году 
Можно налить шампанское, всемирный банк разглядел то, что не могут увидеть другие. В 2023 году объем ВВП России сократиться на 3,3%, а уже в 2024 он вырастит, аж на 1,6%. Ранее показатели были 3,6% и 1,6% соответственно.

Сегодня индекс ММВБ снизился на 0,18%, сейчас он составляет 2159 пунктов, индекс РТС потерял 0,34%, 974 пункта.

Акции с положительной динамикой сегодня: Аэрофлот $AFLT  , рост на 1,99%, Тинькофф $TCSG  прибавляет 1,61%, Алроса $ALRS  1,08%, Магнит $MGNT  примагнитил к себе положительные 0,90%, Полюс с плюсом в 0,45%, ММК 0,35%, СБЕР $SBER  0,08%.
В аутсайдерах: опять гонцы за головами HeadHunter теряет 4,80%, НОВАТЭК в минусе на 1,27%, Северсталь минус 1,03%, ФосАгро 0,81%, Татнефть префы 0,68%.

Американский рынок в небольшом положительном шоке: DJIA плюс 0,15%, S&P500 прибавляет 0,25%, NASDAQ плюс 0,44%.

Нефть стоит 80,20 зеленых рваных президентов, Золото опять подросло до 1874 за унцию.

Курс зеленой бумажки 69,80, курс синий бумажки 74,90.

""Россети"" отчитались о завершении реорганизации на базе ФСК.

Число физлиц с брокерскими счетами на Мосбирже в 2022 году выросло на 6,1 млн до 22,9 млн. человек. Что бы биржа в такие сложные, санкционные времена делала без всех нас?

И под конец – шутка дня: Goldman Sachs больше не ожидает рецессии в еврозоне в 2023 году",21:31,2023-01-10,AFLT
honda_1717,"$AFLT подскажите пжл, компания платит дивиденды? Или когда будет их платить?",21:03,2023-01-10,AFLT
AlexLaiva,$AFLT идем вверх,21:02,2023-01-10,AFLT
Daily100,"$AFLT Аэрофлот поднял актив акции на первое место ☝️
Сегодня закупил первую облигацию. Отчет по мега ставке будет завтра. Первая тысяча в эксперименте , а за 10 дней потрачено уже 7к в сумме 😱",20:12,2023-01-10,AFLT
Moneymaestro,$AFLT похоже сейчас сопля будет,19:38,2023-01-10,AFLT
master363,$AFLT лично я буду шорт усреднять,18:49,2023-01-10,AFLT
sf21,$AFLT скоро 15,18:46,2023-01-10,AFLT
D_I_M_O_N_102,"$AFLT после 14 января можно купить билеты, как я понимаю ...",18:31,2023-01-10,AFLT
master363,$AFLT я правильно понимаю что акцию пампят фейк вбросами про отмену запретов на полеты на юга?),18:25,2023-01-10,AFLT
Vaganic,$AFLT шикарно летит вверх,18:24,2023-01-10,AFLT
MikePv,"$AFLT ой, щас главное - пробить вершину прошлую - 26.86. Тогда пойдёт на несколько рублей вверх. ✊",18:23,2023-01-10,AFLT
D_I_M_O_N_102,$AFLT 27 проблем сегодня?,18:22,2023-01-10,AFLT
aleksand,$AFLT кто нибудь шортит,18:21,2023-01-10,AFLT
Nikolaid_lu2005,$AFLT просто бомбейший процент за день🔥,18:21,2023-01-10,AFLT
VALek_,"$AFLT есть пробитие 🤣💰😜
Наверное можно было бы еще подержать, но не стал жадничать :) всем хорошего дня",18:20,2023-01-10,AFLT
SumSea,$AFLT а что аэрофлот на дозаправки?,17:29,2023-01-10,AFLT
ARGWOT,"$AFLT 
✅В утреннем эфире ежедневной рубрики «забрать % в рамках дня»😉 была представлена на рассмотрение AFLT. Отработала в рамках дня и дала нам быстрый и лёгкий +1,55% 😃

Кто следит за рубрикой и не упускает возможность забрать свой % в рамках дня, тот молодец, мои поздравления с профитом! 

 ✅ Подписывайтесь и заходите в гости, чтобы не упустить ничего важного💰💹

✅ Все тонкости и нюансы работы и обучению стратегии рассказываю в своем блоге😉",16:27,2023-01-10,AFLT
Moneymaestro,$AFLT думаю скидывать ещё очень рано. Если только ниже 26.20 не опустится,16:20,2023-01-10,AFLT
